REMOVE ITEM BAG by index Vô hạn Di Chuyển phù, SL: 1 lý do: HẾT HẠN SD, TIME: 17/03/2024 19:42 CH
REMOVE ITEM BODY by index Thú cưỡi tuần lộc, SL: 1 lý do: Tháo từ BODY, TIME: 19/03/2024 19:57 CH

REMOVE ITEM BAG by index Thú cưỡi tuần lộc, SL: 0 lý do: Mặc vào người, TIME: 19/03/2024 19:57 CH

MINE VÀNG -8, tổng: 243204 lý do: MUA SHOP, TIME: 19/03/2024 19:59 CH

REMOVE ITEM BAG Nhân sâm (thường), SL: 1 lý do: Sử dụng, TIME: 19/03/2024 19:59 CH

MINE VÀNG KHÓA -1, tổng: 9967 lý do: Hồi sinh, TIME: 20/03/2024 11:39 SA

MINE VÀNG KHÓA -1, tổng: 9966 lý do: Hồi sinh, TIME: 20/03/2024 13:24 CH

MINE VÀNG KHÓA -1, tổng: 9965 lý do: Hồi sinh, TIME: 20/03/2024 13:24 CH

MINE VÀNG KHÓA -1, tổng: 9964 lý do: Hồi sinh, TIME: 20/03/2024 13:24 CH

REMOVE ITEM BAG Hỗ phách, SL: 100 lý do: Khảm ngọc, TIME: 25/04/2024 08:46 SA

REMOVE ITEM BODY by index Cải trang Danzo, SL: 1 lý do: Tháo từ BODY, TIME: 25/04/2024 08:47 SA

REMOVE ITEM BAG by index Kiếm gỗ, SL: 0 lý do: Mặc vào người, TIME: 13/08/2025 21:05 PM

REMOVE ITEM BAG Rương cải trang, SL: 100 lý do: Sử dụng, TIME: 13/08/2025 21:05 PM

REMOVE ITEM BAG Rương cải trang, SL: 99 lý do: Sử dụng, TIME: 13/08/2025 21:05 PM

REMOVE ITEM BAG Rương cải trang, SL: 98 lý do: Sử dụng, TIME: 13/08/2025 21:05 PM

REMOVE ITEM BAG Rương cải trang, SL: 97 lý do: Sử dụng, TIME: 13/08/2025 21:05 PM

REMOVE ITEM BAG Rương cải trang, SL: 96 lý do: Sử dụng, TIME: 13/08/2025 21:05 PM

REMOVE ITEM BAG Rương cải trang, SL: 95 lý do: Sử dụng, TIME: 13/08/2025 21:05 PM

REMOVE ITEM BAG Rương cải trang, SL: 94 lý do: Sử dụng, TIME: 13/08/2025 21:05 PM

REMOVE ITEM BAG Rương cải trang, SL: 93 lý do: Sử dụng, TIME: 13/08/2025 21:05 PM

REMOVE ITEM BAG Rương cải trang, SL: 92 lý do: Sử dụng, TIME: 13/08/2025 21:05 PM

REMOVE ITEM BAG Rương cải trang, SL: 91 lý do: Sử dụng, TIME: 13/08/2025 21:05 PM

REMOVE ITEM BAG Rương cải trang, SL: 90 lý do: Sử dụng, TIME: 13/08/2025 21:05 PM

REMOVE ITEM BAG Rương cải trang, SL: 89 lý do: Sử dụng, TIME: 13/08/2025 21:05 PM

REMOVE ITEM BAG Rương cải trang, SL: 88 lý do: Sử dụng, TIME: 13/08/2025 21:05 PM

REMOVE ITEM BAG Rương cải trang, SL: 87 lý do: Sử dụng, TIME: 13/08/2025 21:05 PM

REMOVE ITEM BAG Rương cải trang, SL: 86 lý do: Sử dụng, TIME: 13/08/2025 21:06 PM

REMOVE ITEM BAG Rương cải trang, SL: 85 lý do: Sử dụng, TIME: 13/08/2025 21:06 PM

REMOVE ITEM BAG Rương cải trang, SL: 84 lý do: Sử dụng, TIME: 13/08/2025 21:06 PM

REMOVE ITEM BAG Rương cải trang, SL: 83 lý do: Sử dụng, TIME: 13/08/2025 21:06 PM

REMOVE ITEM BAG Rương cải trang, SL: 82 lý do: Sử dụng, TIME: 13/08/2025 21:06 PM

REMOVE ITEM BAG Rương cải trang, SL: 81 lý do: Sử dụng, TIME: 13/08/2025 21:06 PM

REMOVE ITEM BAG Rương cải trang, SL: 80 lý do: Sử dụng, TIME: 13/08/2025 21:06 PM

REMOVE ITEM BAG Rương cải trang, SL: 79 lý do: Sử dụng, TIME: 13/08/2025 21:06 PM

REMOVE ITEM BAG Rương cải trang, SL: 78 lý do: Sử dụng, TIME: 13/08/2025 21:06 PM

REMOVE ITEM BAG Rương cải trang, SL: 77 lý do: Sử dụng, TIME: 13/08/2025 21:06 PM

MINE VÀNG KHÓA -1, tổng: 9999 lý do: Hồi sinh, TIME: 13/08/2025 21:06 PM

REMOVE ITEM BAG Bình HP cấp 1, SL: 50 lý do: Sử dụng, TIME: 13/08/2025 21:10 PM

REMOVE ITEM BAG Bình HP cấp 1, SL: 49 lý do: Sử dụng, TIME: 13/08/2025 21:11 PM

REMOVE ITEM BAG Bình HP cấp 1, SL: 48 lý do: Sử dụng, TIME: 13/08/2025 21:12 PM

REMOVE ITEM BAG by index Đá cấp 1, SL: 1 lý do: Vứt item, TIME: 13/08/2025 21:13 PM

REMOVE ITEM BAG Bình HP cấp 1, SL: 47 lý do: Sử dụng, TIME: 13/08/2025 21:13 PM

REMOVE ITEM BAG Danh hiệu Nhẫn Giả, SL: 1 lý do: Sử dụng, TIME: 13/08/2025 21:14 PM

MINE VÀNG -190, tổng: 1176280 lý do: MUA SHOP, TIME: 13/08/2025 21:14 PM

REMOVE ITEM BAG by index Túi mở rộng cấp 3, SL: 1 lý do: Vứt item, TIME: 13/08/2025 21:14 PM

REMOVE ITEM BAG Bình HP cấp 1, SL: 46 lý do: Sử dụng, TIME: 13/08/2025 21:22 PM

REMOVE ITEM BAG Bình HP cấp 1, SL: 45 lý do: Sử dụng, TIME: 13/08/2025 21:22 PM

REMOVE ITEM BAG Bình HP cấp 1, SL: 44 lý do: Sử dụng, TIME: 13/08/2025 21:27 PM

REMOVE ITEM BAG Bình HP cấp 1, SL: 43 lý do: Sử dụng, TIME: 13/08/2025 21:27 PM

REMOVE ITEM BAG Bình HP cấp 1, SL: 42 lý do: Sử dụng, TIME: 13/08/2025 21:28 PM

REMOVE ITEM BAG Bình HP cấp 1, SL: 41 lý do: Sử dụng, TIME: 13/08/2025 21:30 PM

REMOVE ITEM BAG Bình HP cấp 1, SL: 40 lý do: Sử dụng, TIME: 13/08/2025 21:31 PM

REMOVE ITEM BAG Bình HP cấp 1, SL: 39 lý do: Sử dụng, TIME: 13/08/2025 21:31 PM

REMOVE ITEM BAG Bình HP cấp 1, SL: 38 lý do: Sử dụng, TIME: 13/08/2025 21:32 PM

REMOVE ITEM BAG Gói ưu đãi Rank 1, SL: 1 lý do: Sử dụng, TIME: 13/08/2025 21:32 PM

REMOVE ITEM BAG Bình HP cấp 1, SL: 37 lý do: Sử dụng, TIME: 13/08/2025 21:32 PM

REMOVE ITEM BAG Gói ưu đãi Rank 2, SL: 1 lý do: Sử dụng, TIME: 13/08/2025 21:32 PM

REMOVE ITEM BAG Gói ưu đãi Rank 3, SL: 1 lý do: Sử dụng, TIME: 13/08/2025 21:33 PM

REMOVE ITEM BAG Bình HP cấp 1, SL: 36 lý do: Sử dụng, TIME: 13/08/2025 21:33 PM

REMOVE ITEM BAG Gói ưu đãi Rank 4, SL: 1 lý do: Sử dụng, TIME: 13/08/2025 21:33 PM

REMOVE ITEM BAG Gói ưu đãi Rank 5, SL: 1 lý do: Sử dụng, TIME: 13/08/2025 21:33 PM

REMOVE ITEM BAG Bình HP cấp 1, SL: 35 lý do: Sử dụng, TIME: 13/08/2025 21:33 PM

REMOVE ITEM BAG Gói ưu đãi Rank 6, SL: 1 lý do: Sử dụng, TIME: 13/08/2025 21:33 PM

REMOVE ITEM BAG Gói ưu đãi Rank 7, SL: 1 lý do: Sử dụng, TIME: 13/08/2025 21:34 PM

REMOVE ITEM BAG Bình HP cấp 1, SL: 34 lý do: Sử dụng, TIME: 13/08/2025 21:34 PM

REMOVE ITEM BAG Gói ưu đãi Rank 8, SL: 1 lý do: Sử dụng, TIME: 13/08/2025 21:34 PM

REMOVE ITEM BAG Bình HP cấp 1, SL: 33 lý do: Sử dụng, TIME: 13/08/2025 21:34 PM

REMOVE ITEM BAG Gói ưu đãi Rank 9, SL: 1 lý do: Sử dụng, TIME: 13/08/2025 21:34 PM

REMOVE ITEM BAG Bình HP cấp 1, SL: 32 lý do: Sử dụng, TIME: 13/08/2025 21:35 PM

REMOVE ITEM BAG by index Đá cấp 1, SL: 1 lý do: Vứt item, TIME: 13/08/2025 21:35 PM

REMOVE ITEM BAG Bình HP cấp 1, SL: 31 lý do: Sử dụng, TIME: 13/08/2025 21:35 PM

REMOVE ITEM BAG Bình HP cấp 1, SL: 30 lý do: Sử dụng, TIME: 13/08/2025 21:36 PM

REMOVE ITEM BAG Bình HP cấp 1, SL: 29 lý do: Sử dụng, TIME: 13/08/2025 21:36 PM

REMOVE ITEM BAG by index Kiếm gỗ, SL: 0 lý do: Sử dụng vào ITEM dự phòng, TIME: 13/08/2025 21:37 PM

REMOVE ITEM BAG Gói ưu đãi Rank 10, SL: 1 lý do: Sử dụng, TIME: 13/08/2025 21:38 PM

REMOVE ITEM BAG Sách kỹ năng chiến đấu, SL: 2 lý do: Sử dụng, TIME: 13/08/2025 21:39 PM

REMOVE ITEM BAG Sách kỹ năng chiến đấu, SL: 1 lý do: Sử dụng, TIME: 13/08/2025 21:39 PM

REMOVE ITEM BAG by index Cải trang Tử Môn Gai, SL: 0 lý do: Mặc vào người, TIME: 13/08/2025 21:40 PM

REMOVE ITEM BAG Bình HP cấp 1, SL: 28 lý do: Sử dụng, TIME: 13/08/2025 21:40 PM

REMOVE ITEM BAG Sách kỹ năng chiến đấu, SL: 2 lý do: Sử dụng, TIME: 13/08/2025 21:41 PM

REMOVE ITEM BAG Sách kỹ năng chiến đấu, SL: 1 lý do: Sử dụng, TIME: 13/08/2025 21:41 PM

REMOVE ITEM BAG Bình HP cấp 1, SL: 27 lý do: Sử dụng, TIME: 13/08/2025 21:41 PM

MINE VÀNG -25, tổng: 1176255 lý do: Thử vận may, TIME: 13/08/2025 21:41 PM

MINE VÀNG -25, tổng: 1176230 lý do: Thử vận may, TIME: 13/08/2025 21:41 PM

REMOVE ITEM BAG by index Cải trang Akimichi Choji, SL: 1 lý do: Vứt item, TIME: 13/08/2025 21:41 PM

REMOVE ITEM BAG by index Cải trang Obito Lục Đạo, SL: 1 lý do: Vứt item, TIME: 13/08/2025 21:41 PM

REMOVE ITEM BAG by index Cải trang Gaara, SL: 1 lý do: Vứt item, TIME: 13/08/2025 21:41 PM

REMOVE ITEM BAG by index Cải trang Noel, SL: 1 lý do: Vứt item, TIME: 13/08/2025 21:42 PM

REMOVE ITEM BAG by index Cải trang Anbu, SL: 1 lý do: Vứt item, TIME: 13/08/2025 21:42 PM

REMOVE ITEM BAG by index Cải trang Anbu Cội Rễ, SL: 1 lý do: Vứt item, TIME: 13/08/2025 21:42 PM

REMOVE ITEM BAG by index Cải trang Hanzo, SL: 1 lý do: Vứt item, TIME: 13/08/2025 21:42 PM

REMOVE ITEM BAG by index Cải trang Jiraiya, SL: 1 lý do: Vứt item, TIME: 13/08/2025 21:42 PM

MINE VÀNG -25, tổng: 1176205 lý do: Thử vận may, TIME: 13/08/2025 21:42 PM

MINE VÀNG -25, tổng: 1176180 lý do: Thử vận may, TIME: 13/08/2025 21:42 PM

MINE VÀNG -25, tổng: 1176155 lý do: Thử vận may, TIME: 13/08/2025 21:42 PM

MINE VÀNG -25, tổng: 1176130 lý do: Thử vận may, TIME: 13/08/2025 21:42 PM

MINE VÀNG -25, tổng: 1176105 lý do: Thử vận may, TIME: 13/08/2025 21:42 PM

MINE VÀNG -25, tổng: 1176080 lý do: Thử vận may, TIME: 13/08/2025 21:42 PM

MINE VÀNG -25, tổng: 1176055 lý do: Thử vận may, TIME: 13/08/2025 21:42 PM

MINE VÀNG -25, tổng: 1176030 lý do: Thử vận may, TIME: 13/08/2025 21:42 PM

MINE VÀNG -25, tổng: 1176005 lý do: Thử vận may, TIME: 13/08/2025 21:42 PM

MINE VÀNG -25, tổng: 1175980 lý do: Thử vận may, TIME: 13/08/2025 21:42 PM

MINE VÀNG -25, tổng: 1175955 lý do: Thử vận may, TIME: 13/08/2025 21:42 PM

REMOVE ITEM BAG Sách kỹ năng chiến đấu, SL: 10 lý do: Sử dụng, TIME: 13/08/2025 21:42 PM

REMOVE ITEM BAG Sách kỹ năng chiến đấu, SL: 9 lý do: Sử dụng, TIME: 13/08/2025 21:42 PM

REMOVE ITEM BAG Sách kỹ năng chiến đấu, SL: 8 lý do: Sử dụng, TIME: 13/08/2025 21:42 PM

REMOVE ITEM BAG Sách kỹ năng chiến đấu, SL: 7 lý do: Sử dụng, TIME: 13/08/2025 21:42 PM

REMOVE ITEM BAG Sách kỹ năng chiến đấu, SL: 6 lý do: Sử dụng, TIME: 13/08/2025 21:42 PM

REMOVE ITEM BAG Sách kỹ năng chiến đấu, SL: 5 lý do: Sử dụng, TIME: 13/08/2025 21:42 PM

REMOVE ITEM BAG Sách kỹ năng chiến đấu, SL: 4 lý do: Sử dụng, TIME: 13/08/2025 21:42 PM

REMOVE ITEM BAG Sách kỹ năng chiến đấu, SL: 3 lý do: Sử dụng, TIME: 13/08/2025 21:42 PM

REMOVE ITEM BAG Sách kỹ năng chiến đấu, SL: 2 lý do: Sử dụng, TIME: 13/08/2025 21:43 PM

REMOVE ITEM BAG Sách kỹ năng chiến đấu, SL: 1 lý do: Sử dụng, TIME: 13/08/2025 21:43 PM

REMOVE ITEM BAG Sách kỹ năng (Sơ), SL: 1 lý do: Sử dụng, TIME: 13/08/2025 21:43 PM

REMOVE ITEM BAG by index Cải trang Tsunade, SL: 1 lý do: Vứt item, TIME: 13/08/2025 21:43 PM

REMOVE ITEM BAG by index Cải trang Sasori, SL: 1 lý do: Vứt item, TIME: 13/08/2025 21:43 PM

REMOVE ITEM BAG by index Cải trang Konan, SL: 1 lý do: Vứt item, TIME: 13/08/2025 21:43 PM

REMOVE ITEM BAG by index Cải trang Gai, SL: 1 lý do: Vứt item, TIME: 13/08/2025 21:43 PM

REMOVE ITEM BAG by index Cải trang Kabuto, SL: 1 lý do: Vứt item, TIME: 13/08/2025 21:43 PM

REMOVE ITEM BAG by index Cải trang Zabuza, SL: 1 lý do: Vứt item, TIME: 13/08/2025 21:43 PM

REMOVE ITEM BAG by index Cải trang Shisui, SL: 1 lý do: Vứt item, TIME: 13/08/2025 21:43 PM

REMOVE ITEM BAG by index Cải trang Sơn Tinh, SL: 1 lý do: Vứt item, TIME: 13/08/2025 21:43 PM

REMOVE ITEM BAG by index Cải trang Mỵ Nương, SL: 1 lý do: Vứt item, TIME: 13/08/2025 21:43 PM

MINE VÀNG -25, tổng: 1175930 lý do: Thử vận may, TIME: 13/08/2025 21:43 PM

MINE VÀNG -25, tổng: 1175905 lý do: Thử vận may, TIME: 13/08/2025 21:43 PM

MINE VÀNG -25, tổng: 1175880 lý do: Thử vận may, TIME: 13/08/2025 21:43 PM

MINE VÀNG -25, tổng: 1175855 lý do: Thử vận may, TIME: 13/08/2025 21:43 PM

MINE VÀNG -25, tổng: 1175830 lý do: Thử vận may, TIME: 13/08/2025 21:43 PM

MINE VÀNG -25, tổng: 1175805 lý do: Thử vận may, TIME: 13/08/2025 21:43 PM

MINE VÀNG -25, tổng: 1175780 lý do: Thử vận may, TIME: 13/08/2025 21:43 PM

MINE VÀNG -25, tổng: 1175755 lý do: Thử vận may, TIME: 13/08/2025 21:43 PM

MINE VÀNG -25, tổng: 1175730 lý do: Thử vận may, TIME: 13/08/2025 21:43 PM

MINE VÀNG -25, tổng: 1175705 lý do: Thử vận may, TIME: 13/08/2025 21:43 PM

MINE VÀNG -25, tổng: 1175680 lý do: Thử vận may, TIME: 13/08/2025 21:43 PM

MINE VÀNG -25, tổng: 1175655 lý do: Thử vận may, TIME: 13/08/2025 21:43 PM

MINE VÀNG -25, tổng: 1175630 lý do: Thử vận may, TIME: 13/08/2025 21:43 PM

MINE VÀNG -25, tổng: 1175605 lý do: Thử vận may, TIME: 13/08/2025 21:43 PM

MINE VÀNG -25, tổng: 1175580 lý do: Thử vận may, TIME: 13/08/2025 21:43 PM

MINE VÀNG -25, tổng: 1175555 lý do: Thử vận may, TIME: 13/08/2025 21:43 PM

MINE VÀNG -25, tổng: 1175530 lý do: Thử vận may, TIME: 13/08/2025 21:43 PM

MINE VÀNG -25, tổng: 1175505 lý do: Thử vận may, TIME: 13/08/2025 21:43 PM

MINE VÀNG -25, tổng: 1175480 lý do: Thử vận may, TIME: 13/08/2025 21:43 PM

MINE VÀNG -25, tổng: 1175455 lý do: Thử vận may, TIME: 13/08/2025 21:43 PM

REMOVE ITEM BAG by index Cải trang Hashirama, SL: 1 lý do: Vứt item, TIME: 13/08/2025 21:44 PM

REMOVE ITEM BAG by index Cải trang Tobirama, SL: 1 lý do: Vứt item, TIME: 13/08/2025 21:44 PM

REMOVE ITEM BAG by index Cải trang Shino, SL: 1 lý do: Vứt item, TIME: 13/08/2025 21:44 PM

REMOVE ITEM BAG by index Cải trang Tết, SL: 1 lý do: Vứt item, TIME: 13/08/2025 21:44 PM

REMOVE ITEM BAG by index Cải trang Konan, SL: 1 lý do: Vứt item, TIME: 13/08/2025 21:44 PM

REMOVE ITEM BAG by index Cải trang Asuma, SL: 1 lý do: Vứt item, TIME: 13/08/2025 21:44 PM

REMOVE ITEM BAG Vỏ sò, SL: 15 lý do: Quay vỏ sò, TIME: 13/08/2025 21:44 PM

MINE VÀNG -100, tổng: 1175355 lý do: Đặt cược bầu cua, TIME: 13/08/2025 21:45 PM

MINE VÀNG -1000, tổng: 1174355 lý do: Đổi từ ngân khổ quan, TIME: 13/08/2025 21:45 PM

REMOVE ITEM BAG Bình hoạt lực, SL: 15 lý do: Sử dụng, TIME: 13/08/2025 21:45 PM

REMOVE ITEM BAG Bình hoạt lực, SL: 14 lý do: Sử dụng, TIME: 13/08/2025 21:45 PM

REMOVE ITEM BAG Bình hoạt lực, SL: 13 lý do: Sử dụng, TIME: 13/08/2025 21:45 PM

REMOVE ITEM BAG Bình hoạt lực, SL: 12 lý do: Sử dụng, TIME: 13/08/2025 21:45 PM

REMOVE ITEM BAG Bình hoạt lực, SL: 11 lý do: Sử dụng, TIME: 13/08/2025 21:45 PM

REMOVE ITEM BAG Bình hoạt lực, SL: 10 lý do: Sử dụng, TIME: 13/08/2025 21:45 PM

REMOVE ITEM BAG Bình hoạt lực, SL: 9 lý do: Sử dụng, TIME: 13/08/2025 21:45 PM

REMOVE ITEM BAG Bình hoạt lực, SL: 8 lý do: Sử dụng, TIME: 13/08/2025 21:45 PM

REMOVE ITEM BAG Bình hoạt lực, SL: 7 lý do: Sử dụng, TIME: 13/08/2025 21:45 PM

REMOVE ITEM BAG Bình hoạt lực, SL: 6 lý do: Sử dụng, TIME: 13/08/2025 21:45 PM

REMOVE ITEM BAG Bình hoạt lực, SL: 5 lý do: Sử dụng, TIME: 13/08/2025 21:45 PM

REMOVE ITEM BAG Bình hoạt lực, SL: 4 lý do: Sử dụng, TIME: 13/08/2025 21:45 PM

REMOVE ITEM BAG Bình hoạt lực, SL: 3 lý do: Sử dụng, TIME: 13/08/2025 21:45 PM

REMOVE ITEM BAG Bình hoạt lực, SL: 2 lý do: Sử dụng, TIME: 13/08/2025 21:45 PM

REMOVE ITEM BAG Bình hoạt lực, SL: 1 lý do: Sử dụng, TIME: 13/08/2025 21:45 PM

MINE VÀNG KHÓA -9, tổng: 28135 lý do: MUA SHOP, TIME: 13/08/2025 21:45 PM

REMOVE ITEM BAG Túi thực phẩm, SL: 1 lý do: Sử dụng, TIME: 13/08/2025 21:46 PM

REMOVE ITEM BAG by index Thú cưỡi phượng hoàng lửa, SL: 0 lý do: Mặc vào người, TIME: 13/08/2025 21:46 PM

REMOVE ITEM BAG Bình HP cấp 1, SL: 26 lý do: Sử dụng, TIME: 13/08/2025 21:46 PM

REMOVE ITEM BAG Bình HP cấp 1, SL: 25 lý do: Sử dụng, TIME: 13/08/2025 21:48 PM

REMOVE ITEM BAG Đá cấp 1, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:49 PM

REMOVE ITEM BAG Đá cấp 1, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:49 PM

MINE BẠC KHÓA -18, tổng: 100000390 lý do: Ghép đá, TIME: 13/08/2025 21:49 PM

REMOVE ITEM BAG Đá cấp 1, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:49 PM

REMOVE ITEM BAG Đá cấp 1, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:49 PM

MINE BẠC KHÓA -18, tổng: 100000372 lý do: Ghép đá, TIME: 13/08/2025 21:49 PM

REMOVE ITEM BAG Đá cấp 2, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:49 PM

REMOVE ITEM BAG Đá cấp 1, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:49 PM

REMOVE ITEM BAG Đá cấp 1, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:49 PM

REMOVE ITEM BAG Đá cấp 1, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:49 PM

REMOVE ITEM BAG Đá cấp 1, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:49 PM

MINE BẠC KHÓA -72, tổng: 100000300 lý do: Ghép đá, TIME: 13/08/2025 21:49 PM

REMOVE ITEM BAG Đá cấp 1, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:49 PM

REMOVE ITEM BAG Đá cấp 1, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:49 PM

MINE BẠC KHÓA -18, tổng: 100000415 lý do: Ghép đá, TIME: 13/08/2025 21:49 PM

REMOVE ITEM BAG Đá cấp 1, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:50 PM

REMOVE ITEM BAG Đá cấp 1, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:50 PM

MINE BẠC KHÓA -18, tổng: 100000429 lý do: Ghép đá, TIME: 13/08/2025 21:50 PM

REMOVE ITEM BAG Đá cấp 1, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:50 PM

REMOVE ITEM BAG Đá cấp 1, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:50 PM

MINE BẠC KHÓA -18, tổng: 100000492 lý do: Ghép đá, TIME: 13/08/2025 21:50 PM

REMOVE ITEM BAG Đá cấp 2, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:50 PM

REMOVE ITEM BAG Đá cấp 2, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:50 PM

MINE BẠC KHÓA -72, tổng: 100000420 lý do: Ghép đá, TIME: 13/08/2025 21:50 PM

REMOVE ITEM BAG Đá cấp 1, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:50 PM

REMOVE ITEM BAG Đá cấp 1, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:50 PM

MINE BẠC KHÓA -18, tổng: 100000410 lý do: Ghép đá, TIME: 13/08/2025 21:50 PM

REMOVE ITEM BAG Đá cấp 2, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:50 PM

REMOVE ITEM BAG Đá cấp 2, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:50 PM

MINE BẠC KHÓA -72, tổng: 100000338 lý do: Ghép đá, TIME: 13/08/2025 21:50 PM

REMOVE ITEM BAG Đá cấp 3, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:50 PM

REMOVE ITEM BAG Đá cấp 3, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:50 PM

MINE BẠC KHÓA -288, tổng: 100000072 lý do: Ghép đá, TIME: 13/08/2025 21:50 PM

REMOVE ITEM BAG Đá cấp 1, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:50 PM

REMOVE ITEM BAG Đá cấp 1, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:50 PM

MINE BẠC KHÓA -18, tổng: 100000097 lý do: Ghép đá, TIME: 13/08/2025 21:50 PM

